"","db","query","superkingdom"
"1585","ncbi","Dolichospermum flos-aquae","Bacteria"
"1586","ncbi","Dolichospermum heterosporum","Bacteria"
"1587","ncbi","Dolichospermum lemmermannii","Bacteria"
"1588","ncbi","Dolichospermum macrosporum","Bacteria"
"1589","ncbi","Dolichospermum mendotae","Bacteria"
"1590","ncbi","Dolichospermum minisporum","Bacteria"
"1591","ncbi","Dolichospermum mucosum","Bacteria"
"1592","ncbi","Dolichospermum planctonicum","Bacteria"
"1593","ncbi","Dolichospermum pseudocompactum","Bacteria"
"1594","ncbi","Dolichospermum sigmoideum","Bacteria"
"1595","ncbi","Dolichospermum smithii","Bacteria"
"1596","ncbi","Dolichospermum solitarium","Bacteria"
"1597","ncbi","Dolichospermum spiroides","Bacteria"
"1598","ncbi","Dolichospermum ucrainicum","Bacteria"
"1599","ncbi","Dolichospermum uruguayense","Bacteria"
"1600","ncbi","Dolichospermum viguieri","Bacteria"
"1601","ncbi","Draconibacterium filum","Bacteria"
"1602","ncbi","Drancourtella massiliensis","Bacteria"
"1603","ncbi","Drosophila biarmipes","Eukaryota"
"1604","ncbi","Drosophila bipectinata","Eukaryota"
"1605","ncbi","Drosophila kikkawai","Eukaryota"
"1606","ncbi","Drosophila serrata","Eukaryota"
"1607","ncbi","Drosophila simulans","Eukaryota"
"1608","ncbi","Drosophila suzukii","Eukaryota"
"1609","ncbi","Duganella nigrescens","Bacteria"
"1610","ncbi","Duodenibacillus massiliensis","Bacteria"
"1611","ncbi","Dysgonomonas wimpennyi","Bacteria"
"1612","ncbi","Ectothiorhodospira imhoffii","Bacteria"
"1613","ncbi","Eggerthella timonensis","Bacteria"
"1614","ncbi","Ehrlichia cf.",NA
"1615","ncbi","Ehrlichia ovina","Bacteria"
"1616","ncbi","Eikelbloom type",NA
"1617","ncbi","Eikelboom Type",NA
"1618","ncbi","Eisenbergiella massiliensis","Bacteria"
"1619","ncbi","Elbe River",NA
"1620","ncbi","Emergencia timonensis","Bacteria"
"1621","ncbi","endosymbiotic eubacteria","Bacteria"
"1622","ncbi","Enorma phocaeensis","Bacteria"
"1623","ncbi","enrichment culture",NA
"1624","ncbi","Ensifer aridi","Bacteria"
"1625","ncbi","Ensifer maghrebium","Bacteria"
"1626","ncbi","Ensifer xericitae","Bacteria"
"1627","ncbi","Entamoeba histolytica","Eukaryota"
"1628","ncbi","Enteractinococcus helveticum","Bacteria"
"1629","ncbi","Enteractinococcus lamae","Bacteria"
"1630","ncbi","Enteractinococcus viverrae","Bacteria"
"1631","ncbi","Enteric Group",NA
"1632","ncbi","Enterobacter","Bacteria"
"1633","ncbi","enterobacterium dtb112","Bacteria"
"1634","ncbi","enterobacterium EA61","Bacteria"
"1635","ncbi","Enterobacter lignolyticus","Bacteria"
"1636","ncbi","Enterobacter nickellidurans","Bacteria"
"1637","ncbi","Enterobacter timonensis","Bacteria"
"1638","ncbi","Enterococcus azikeevi","Bacteria"
"1639","ncbi","Enterococcus hawaiiensis","Bacteria"
"1640","ncbi","Enterococcus inusitatus","Bacteria"
"1641","ncbi","Enterococcus massiliensis","Bacteria"
"1642","ncbi","Enterococcus pernyi","Bacteria"
"1643","ncbi","Enterococcus xinjiangensis","Bacteria"
"1644","ncbi","Entomophthora muscae","Eukaryota"
"1645","ncbi","Eogystia hippophaecolus","Eukaryota"
"1646","ncbi","Epeolus variegatus","Eukaryota"
"1647","ncbi","Ephemera danica","Eukaryota"
"1648","ncbi","Epinephelus fuscoguttatus","Eukaryota"
"1649","ncbi","epsilon proteobacterium",NA
"1650","ncbi","Eriocheir sinensis","Eukaryota"
"1651","ncbi","Erwinia","Bacteria"
"1652","ncbi","Erwinia soli","Bacteria"
"1653","ncbi","Erysipelatoclostridium ramosum","Bacteria"
"1654","ncbi","Erysipelothrix muris","Bacteria"
"1655","ncbi","Erythrobacter mathurensis","Bacteria"
"1656","ncbi","Erythrobacter piscidermidis","Bacteria"
"1657","ncbi","Escherichia","Bacteria"
"1658","ncbi","Escherichia senegalensis","Bacteria"
"1659","ncbi","Escherichia sp.4","Bacteria"
"1660","ncbi","Essigella californica","Eukaryota"
"1661","ncbi","Estrella lausannensis","Bacteria"
"1662","ncbi","Eubacteriaceae oral",NA
"1663","ncbi","eubacterium from",NA
"1664","ncbi","Eubacterium rangiferina","Bacteria"
"1665","ncbi","Eubacterium thermomarinus","Bacteria"
"1666","ncbi","Eucapsis minor","Bacteria"
"1667","ncbi","Eucidaris tribuloides","Eukaryota"
"1668","ncbi","Eudoraea chungangensis","Bacteria"
"1669","ncbi","Euhalothece natronophila","Bacteria"
"1670","ncbi","Eulimnogammarus violaceus","Eukaryota"
"1671","ncbi","Euryarchaeota archaeon","Archaea"
"1672","ncbi","Eutrema japonicum","Eukaryota"
"1673","ncbi","Ewamiania thermalis","Bacteria"
"1674","ncbi","Exiguobacterium","Bacteria"
"1675","ncbi","Exiguobacterium chiriqhucha","Bacteria"
"1676","ncbi","Exiguobacterium homiense","Bacteria"
"1677","ncbi","Exiguobacterium panipatensis","Bacteria"
"1678","ncbi","Exiguobacterium pavilionensis","Bacteria"
"1679","ncbi","Exiguobacterium taiwanense","Bacteria"
"1680","ncbi","Extatosoma tiaratum","Eukaryota"
"1681","ncbi","Ezakiella massiliensis","Bacteria"
"1682","ncbi","facultative barophile",NA
"1683","ncbi","Faecalibacterium AF52-21","Bacteria"
"1684","ncbi","Faecalibacterium cf.",NA
"1685","ncbi","Faecalibacterium CM04-06","Bacteria"
"1686","ncbi","Farfantepenaeus aztecus","Eukaryota"
"1687","ncbi","Fasciola hepatica","Eukaryota"
"1688","ncbi","Feifantangia zhejiangensis","Bacteria"
"1689","ncbi","Felis catus","Eukaryota"
"1690","ncbi","Fenollaria timonensis","Bacteria"
"1691","ncbi","Ferroplasmaceae archaeon",NA
"1692","ncbi","Ferrovum myxofaciens","Bacteria"
"1693","ncbi","Ferruginibacter profundus","Bacteria"
"1694","ncbi","Fervidobacterium thailandensis","Bacteria"
"1695","ncbi","filamentous cyanobacterium",NA
"1696","ncbi","filamentous epibiont",NA
"1697","ncbi","filamentous thermophilic",NA
"1698","ncbi","Firmicutes oral",NA
"1699","ncbi","Firmicutes str.",NA
"1700","ncbi","Fischerella ambigua","Bacteria"
"1701","ncbi","Fischerella major","Bacteria"
"1702","ncbi","Fischerella muscicola","Bacteria"
"1703","ncbi","Flaviflexus massiliensis","Bacteria"
"1704","ncbi","Flavisolibacter swuensis","Bacteria"
"1705","ncbi","Flavobacterium aff.",NA
"1706","ncbi","Flavobacterium anseonense","Bacteria"
"1707","ncbi","Flavobacterium daemonense","Bacteria"
"1708","ncbi","Flavobacterium kamogawaensis","Bacteria"
"1709","ncbi","Flavobacterium lutescens","Bacteria"
"1710","ncbi","Flavobacterium panaciterrae","Bacteria"
"1711","ncbi","Flavococcus chejuensis","Bacteria"
"1712","ncbi","Flectobacillus speluncae","Bacteria"
"1713","ncbi","Flexibacter echinicida","Bacteria"
"1714","ncbi","Fontibacillus pullulanolyticus","Bacteria"
"1715","ncbi","Formica aquilonia","Eukaryota"
"1716","ncbi","Formica cinerea","Eukaryota"
"1717","ncbi","Formica exsecta","Eukaryota"
"1718","ncbi","Formica fusca","Eukaryota"
"1719","ncbi","Formica pressilabris","Eukaryota"
"1720","ncbi","Formica truncorum","Eukaryota"
"1721","ncbi","Formosa crassostrea","Bacteria"
"1722","ncbi","Fortiea contorta","Bacteria"
"1723","ncbi","Fortiea laiensis","Bacteria"
"1724","ncbi","Francisella cf.",NA
"1725","ncbi","Frankliniella occidentalis","Eukaryota"
"1726","ncbi","Fretibacterium feline",NA
"1727","ncbi","Frigoribacterium aff.",NA
"1728","ncbi","Fuerstia marisgermanicae","Bacteria"
"1729","ncbi","Fusobacterium hwasookii","Bacteria"
"1730","ncbi","Fusobacterium massiliense","Bacteria"
"1731","ncbi","Gabonia massiliensis","Bacteria"
"1732","ncbi","Gabonibacter timonensis","Bacteria"
"1733","ncbi","Gadus morhua","Eukaryota"
"1734","ncbi","Gallibacterium group",NA
"1735","ncbi","Gallionella capsiferriformans","Bacteria"
"1736","ncbi","Galloisiana yuasai","Eukaryota"
"1737","ncbi","Gambierdiscus polynesiensis","Eukaryota"
"1738","ncbi","gamma proteobacterium","Bacteria"
"1739","ncbi","Gammarus chevreuxi","Eukaryota"
"1740","ncbi","Gammarus pulex","Eukaryota"
"1741","ncbi","gas vacuolate",NA
"1742","ncbi","Gayadomonas joobiniege","Bacteria"
"1743","ncbi","Geminobacterium atlanticum","Bacteria"
"1744","ncbi","Gemmata-like str.",NA
"1745","ncbi","Gemmata massiliana","Bacteria"
"1746","ncbi","Gemmatirosa kalamazoonesis","Bacteria"
"1747","ncbi","Geobacillus","Bacteria"
"1748","ncbi","Geobacillus anatolicus","Bacteria"
"1749","ncbi","Geobacillus bogazici","Bacteria"
"1750","ncbi","Geobacillus kaue","Bacteria"
"1751","ncbi","Geobacillus mahadia","Bacteria"
"1752","ncbi","Geobacillus thermoparaffinivorans","Bacteria"
"1753","ncbi","Geobacillus tropicalis","Bacteria"
"1754","ncbi","Geobacter hephaestius","Bacteria"
"1755","ncbi","Geobacter humireducens","Bacteria"
"1756","ncbi","Geodermatophilus","Bacteria"
"1757","ncbi","Geogemma indica","Archaea"
"1758","ncbi","Geogemma pacifica","Archaea"
"1759","ncbi","Georgenia ferrireducens","Bacteria"
"1760","ncbi","Geosporobacter ferrireducens","Bacteria"
"1761","ncbi","Geotoga aestuarianus","Bacteria"
"1762","ncbi","Gerris buenoi","Eukaryota"
"1763","ncbi","Gibbsiella acetica","Bacteria"
"1764","ncbi","Glaciecola siphonariae","Bacteria"
"1765","ncbi","Gleditsia sinensis","Eukaryota"
"1766","ncbi","Globodera pallida","Eukaryota"
"1767","ncbi","Gloeobacter kilaueensis","Bacteria"
"1768","ncbi","Gloeothece membranacea","Bacteria"
"1769","ncbi","Gloeothece samoensis","Bacteria"
"1770","ncbi","Gloeotrichia echinulata","Bacteria"
"1771","ncbi","Gloeotrichia longicauda","Bacteria"
"1772","ncbi","Glossina austeni","Eukaryota"
"1773","ncbi","Glossina fuscipes","Eukaryota"
"1774","ncbi","Gluconacetobacter-like organism","Bacteria"
"1775","ncbi","Gluconacetobacter maltiaceti","Bacteria"
"1776","ncbi","Gluconacetobacter persimmonis","Bacteria"
"1777","ncbi","Glycera dibranchiata","Eukaryota"
"1778","ncbi","Glycera tridactyla","Eukaryota"
"1779","ncbi","Glycomyces illinoisensis","Bacteria"
"1780","ncbi","Glycomyces mongolensis","Bacteria"
"1781","ncbi","Goleter apudmare","Bacteria"
"1782","ncbi","Gordonia ajococcus","Bacteria"
"1783","ncbi","Gordonia australis","Bacteria"
"1784","ncbi","Gordonia spumae","Bacteria"
"1785","ncbi","Gossypium hirsutum","Eukaryota"
"1786","ncbi","Gracilibacillus timonensis","Bacteria"
"1787","ncbi","Gram-positive heterotrophic",NA
"1788","ncbi","Gram-positive iron-oxidizing",NA
"1789","ncbi","Gram-positive thermophile",NA
"1790","ncbi","Granulicatella","Bacteria"
"1791","ncbi","Granulicatella para-adiacens","Bacteria"
"1792","ncbi","Grimontella senegalensis","Bacteria"
"1793","ncbi","Grimontia indica","Bacteria"
"1794","ncbi","Gryllus firmus","Eukaryota"
"1795","ncbi","'Gynumella flava'","Bacteria"
"1796","ncbi","Haemonchus placei","Eukaryota"
"1797","ncbi","Haemophilus cf.",NA
"1798","ncbi","Haemophilus phage",NA
"1799","ncbi","Haemophilus quentini","Bacteria"
"1800","ncbi","Haemophilus somnus","Bacteria"
"1801","ncbi","Haemophilus taxon",NA
"1802","ncbi","Haererehalobacter ostenderis","Bacteria"
"1803","ncbi","Halanaerobium hydrogeniformans","Bacteria"
"1804","ncbi","Haliotis discus","Eukaryota"
"1805","ncbi","Haloalcalophilium atacamensis","Archaea"
"1806","ncbi","Haloanella gallinarum","Bacteria"
"1807","ncbi","haloarchaeon 10AH","Archaea"
"1808","ncbi","haloarchaeon 129","Archaea"
"1809","ncbi","haloarchaeon 14AHG","Archaea"
"1810","ncbi","haloarchaeon 2ANA_DGR","Archaea"
"1811","ncbi","haloarchaeon 30AH","Archaea"
"1812","ncbi","haloarchaeon 3A1_DGR","Archaea"
"1813","ncbi","haloarchaeon 82M4","Archaea"
"1814","ncbi","haloarchaeon 86M4","Archaea"
"1815","ncbi","haloarchaeon 89M4","Archaea"
"1816","ncbi","haloarchaeon 93dLM4","Archaea"
"1817","ncbi","haloarchaeon 93lLM4","Archaea"
"1818","ncbi","haloarchaeon 98NT4","Archaea"
"1819","ncbi","haloarchaeon 9AH","Archaea"
"1820","ncbi","haloarchaeon B13-RDX","Archaea"
"1821","ncbi","haloarchaeon BJCX4_extB9.1","Archaea"
"1822","ncbi","haloarchaeon CDRi50","Archaea"
"1823","ncbi","haloarchaeon CDWi63","Archaea"
"1824","ncbi","haloarchaeon Cry7_14","Archaea"
"1825","ncbi","haloarchaeon Cry7_9.1","Archaea"
"1826","ncbi","haloarchaeon Cry7_extC18.1","Archaea"
"1827","ncbi","haloarchaeon CSW2.25.5","Archaea"
"1828","ncbi","haloarchaeon CSW4.05.5","Archaea"
"1829","ncbi","haloarchaeon CSW4.22.4","Archaea"
"1830","ncbi","haloarchaeon CSW5.28.5","Archaea"
"1831","ncbi","haloarchaeon EB27K","Archaea"
"1832","ncbi","haloarchaeon EH4","Archaea"
"1833","ncbi","haloarchaeon H9_DGR","Archaea"
"1834","ncbi","haloarchaeon HA15","Archaea"
"1835","ncbi","haloarchaeon HA25","Archaea"
"1836","ncbi","haloarchaeon HArcel1","Archaea"
"1837","ncbi","haloarchaeon J",NA
"1838","ncbi","haloarchaeon LDS1D3.3","Archaea"
"1839","ncbi","haloarchaeon MSNC",NA
"1840","ncbi","haloarchaeon Nie",NA
"1841","ncbi","haloarchaeon SC4","Archaea"
"1842","ncbi","haloarchaeon SC7","Archaea"
"1843","ncbi","haloarchaeon str.",NA
"1844","ncbi","haloarchaeon STR7","Archaea"
"1845","ncbi","haloarchaeon UAH-SP14","Archaea"
"1846","ncbi","haloarchaeon W1","Archaea"
"1847","ncbi","haloarchaeon WN68","Archaea"
"1848","ncbi","Haloarcula algeriensis","Archaea"
"1849","ncbi","Haloarcula rubripromontorii","Archaea"
"1850","ncbi","Halobacillus blutaparonensis","Bacteria"
"1851","ncbi","Halobacillus herbersteinensis","Bacteria"
"1852","ncbi","Halobacillus massiliensis","Bacteria"
"1853","ncbi","Halobacillus styriensis","Bacteria"
"1854","ncbi","Halobacillus virgiliensis","Bacteria"
"1855","ncbi","Halobacteriaceae archaeon","Archaea"
"1856","ncbi","Halobacteriales archaeon","Archaea"
"1857","ncbi","Halobacterium hubeiense","Archaea"
"1858","ncbi","Haloferax antrum","Archaea"
"1859","ncbi","Haloferax berberensis","Archaea"
"1860","ncbi","Haloferax massiliensis","Archaea"
"1861","ncbi","Haloferax opilio","Archaea"
"1862","ncbi","Haloferax rutilus","Archaea"
"1863","ncbi","Haloferax viridis","Archaea"
"1864","ncbi","Haloleptolyngbya alcalis","Bacteria"
"1865","ncbi","Halomicronema hongdechloris","Bacteria"
"1866","ncbi","Halomonas lionensis","Bacteria"
"1867","ncbi","Halomonas nitritophilus","Bacteria"
"1868","ncbi","Halomonas phoceae","Bacteria"
"1869","ncbi","Halomonas saudii","Bacteria"
"1870","ncbi","Halomonas shantousis","Bacteria"
"1871","ncbi","Halomonas taeheungii","Bacteria"
"1872","ncbi","Halomonas xiaochaidanensis","Bacteria"
"1873","ncbi","Halomonas zhaodongensis","Bacteria"
"1874","ncbi","Halophibacterium profundimaris","Bacteria"
"1875","ncbi","halophilic archaeon","Archaea"
"1876","ncbi","halophilic eubacterium","Bacteria"
"1877","ncbi","Halorubrum africanae","Archaea"
"1878","ncbi","Halorubrum californiensis","Archaea"
"1879","ncbi","Halorubrum cibarium","Archaea"
"1880","ncbi","Halorubrum constantinense","Archaea"
"1881","ncbi","Halorubrum hochstenium","Archaea"
"1882","ncbi","Halorubrum jeotgali","Archaea"
"1883","ncbi","Halorubrum tropicale","Archaea"
"1884","ncbi","Haloterrigena turpansis","Archaea"
"1885","ncbi","Halotia branconii","Bacteria"
"1886","ncbi","Halotia longispora","Bacteria"
"1887","ncbi","Halotia wernerae","Bacteria"
"1888","ncbi","Halovibrio mesolongii","Bacteria"
"1889","ncbi","Halyomorpha halys","Eukaryota"
"1890","ncbi","Hankyongella aquatica","Bacteria"
"1891","ncbi","Hapalosiphon arboreus","Bacteria"
"1892","ncbi","Hapalosiphon baronii","Bacteria"
"1893","ncbi","Hapalosiphon delicatulus","Bacteria"
"1894","ncbi","Hapalosiphon hibernicus","Bacteria"
"1895","ncbi","Hapalosiphon welwitschii","Bacteria"
"1896","ncbi","Hassalia littoralis","Bacteria"
"1897","ncbi","Hassallia byssoidea","Bacteria"
"1898","ncbi","Hassallia cf.",NA
"1899","ncbi","Helcococcus","Bacteria"
"1900","ncbi","Helcococcus seattlensis","Bacteria"
"1901","ncbi","Helicobacter apodemus","Bacteria"
"1902","ncbi","Helicobacter cf.",NA
"1903","ncbi","Helicobacter genosp.",NA
"1904","ncbi","Helicobacter magdeburgensis","Bacteria"
"1905","ncbi","Helicobacter rappini","Bacteria"
"1906","ncbi","Helicobacter tursiopsae","Bacteria"
"1907","ncbi","Heliconius cydno","Eukaryota"
"1908","ncbi","Heliconius elevatus","Eukaryota"
"1909","ncbi","Heliconius hecale","Eukaryota"
"1910","ncbi","Heliconius ismenius","Eukaryota"
"1911","ncbi","Heliconius melpomene","Eukaryota"
"1912","ncbi","Heliconius numata","Eukaryota"
"1913","ncbi","Heliconius pardalinus","Eukaryota"
"1914","ncbi","Heliconius timareta","Eukaryota"
"1915","ncbi","Heliorestis convulata","Bacteria"
"1916","ncbi","Herbaspirillum","Bacteria"
"1917","ncbi","Herbaspirillum magnetovibrio","Bacteria"
"1918","ncbi","Hermannia gibba","Eukaryota"
"1919","ncbi","Heterorhabditis indica","Eukaryota"
"1920","ncbi","Hevea brasiliensis","Eukaryota"
"1921","ncbi","Hirudo medicinalis","Eukaryota"
"1922","ncbi","Histoplasma capsulatum","Eukaryota"
"1923","ncbi","Hoeflea siderophila","Bacteria"
"1924","ncbi","Holospora acuminata","Bacteria"
"1925","ncbi","Holospora curviuscula","Bacteria"
"1926","ncbi","Homalodisca vitripennis","Eukaryota"
"1927","ncbi","Hordeum vulgare","Eukaryota"
"1928","ncbi","Hormoscilla pringsheimii","Bacteria"
"1929","ncbi","Hormoscilla spongeliae","Bacteria"
"1930","ncbi","human intestinal",NA
"1931","ncbi","humic substances",NA
"1932","ncbi","Humulus lupulus","Eukaryota"
"1933","ncbi","Hyalella azteca","Eukaryota"
"1934","ncbi","Hyaloperonospora arabidopsidis","Eukaryota"
"1935","ncbi","Hydra vulgaris","Eukaryota"
"1936","ncbi","Hydrocoleum lyngbyaceum","Bacteria"
"1937","ncbi","Hydrogenophaga electricum","Bacteria"
"1938","ncbi","Hydrogenophilus denitrificans","Bacteria"
"1939","ncbi","Hydrogenophilus halorhabdus","Bacteria"
"1940","ncbi","Hyella gigas","Bacteria"
"1941","ncbi","Hyella patelloides","Bacteria"
"1942","ncbi","Hylaeus variegatus","Eukaryota"
"1943","ncbi","Hymenopellis incognita","Eukaryota"
"1944","ncbi","hyperthermophilic methanogen",NA
"1945","ncbi","Hyperthermus hephaesti","Archaea"
"1946","ncbi","Hyphomicrobium-like organism","Bacteria"
"1947","ncbi","Hyphomonas taiwanensis","Bacteria"
"1948","ncbi","Hypsibius dujardini","Eukaryota"
"1949","ncbi","Ictalurus punctatus","Eukaryota"
"1950","ncbi","Idiomarina sp.H-83","Bacteria"
"1951","ncbi","Ihubacter massiliensis","Bacteria"
"1952","ncbi","Ileibacterium massiliense","Bacteria"
"1953","ncbi","Ilumomonas thalassia","Bacteria"
"1954","ncbi","Ilyobacter psychrophilus","Bacteria"
"1955","ncbi","Imtechium assamiensis","Bacteria"
"1956","ncbi","Inediibacterium massiliense","Bacteria"
"1957","ncbi","Iningainema pulvinus","Bacteria"
"1958","ncbi","Inordinaticella fortuita","Bacteria"
"1959","ncbi","Insertion vector",NA
"1960","ncbi","Intestinibacillus massiliensis","Bacteria"
"1961","ncbi","Intestinimonas massiliensis","Bacteria"
"1962","ncbi","Intestinimonas timonensis","Bacteria"
"1963","ncbi","Iphinoe spelaeobios","Bacteria"
"1964","ncbi","iron-reducing enrichment",NA
"1965","ncbi","Isoptericola rhizophila","Bacteria"
"1966","ncbi","Isosphaera-like str.",NA
"1967","ncbi","Ixodes scapularis","Eukaryota"
"1968","ncbi","Jaaginema geminatum","Bacteria"
"1969","ncbi","Jaaginema homogeneum","Bacteria"
"1970","ncbi","Jaaginema neglectum","Bacteria"
"1971","ncbi","Janibacter marinus","Bacteria"
"1972","ncbi","Janibacter sanguinis","Bacteria"
"1973","ncbi","Janthinobacterium MYB06","Bacteria"
"1974","ncbi","Jeotgalicoccus","Bacteria"
"1975","ncbi","Jeotgalicoccus saudimassiliensis","Bacteria"
"1976","ncbi","Jiangella ginsengisoli","Bacteria"
"1977","ncbi","Jindonia aestuariivivens","Bacteria"
"1978","ncbi","Jonesia luteolus","Bacteria"
"1979","ncbi","Juncus effusus","Eukaryota"
"1980","ncbi","Kaistella flava","Bacteria"
"1981","ncbi","Kaistibacter ginsenosidimutans","Bacteria"
"1982","ncbi","Kallipyga gabonensis","Bacteria"
"1983","ncbi","Kamptonema animale","Bacteria"
"1984","ncbi","Kamptonema animlae",NA
"1985","ncbi","Kamptonema formosum","Bacteria"
"1986","ncbi","Kamptonema okenii","Bacteria"
"1987","ncbi","Kangiella chungangensis","Bacteria"
"1988","ncbi","Khelaifiella massiliensis","Bacteria"
"1989","ncbi","Kiloniella litopenaei","Bacteria"
"1990","ncbi","Kineococcus-like str.",NA
"1991","ncbi","Kineococcus tegulae","Bacteria"
"1992","ncbi","Kitasatospora kepongensis","Bacteria"
"1993","ncbi","Kitasatospora melanogena","Bacteria"
"1994","ncbi","Kitasatospora papulosa","Bacteria"
"1995","ncbi","Kitasatospora pitsanulaokmensis","Bacteria"
"1996","ncbi","Kitasatospora recifensis","Bacteria"
"1997","ncbi","Klebsiella cf.",NA
"1998","ncbi","Klebsiella milletis","Bacteria"
"1999","ncbi","Kluyvera intestini","Bacteria"
"2000","ncbi","Kocuria","Bacteria"
"2001","ncbi","Kocuria assamensis","Bacteria"
"2002","ncbi","Kocuria ocularis","Bacteria"
"2003","ncbi","Kopriimonas byunsanensis","Bacteria"
"2004","ncbi","Kosakonia pseudosacchari","Bacteria"
"2005","ncbi","Koukoulia aurantiaca","Bacteria"
"2006","ncbi","Kouleothrix aurantiaca","Bacteria"
"2007","ncbi","Kyrtuthrix huatulcensis","Bacteria"
"2008","ncbi","Labrys ginsengisoli","Bacteria"
"2009","ncbi","Lachnoclostridium pacaense","Bacteria"
"2010","ncbi","Lachnoclostridium phocaeense","Bacteria"
"2011","ncbi","Lachnoclostridium phytofermentans","Bacteria"
"2012","ncbi","Lachnoclostridium urinimassiliense","Bacteria"
"2013","ncbi","Lachnospiraceae","Bacteria"
"2014","ncbi","Lachnospiraceae oral",NA
"2015","ncbi","Lactobacillus","Bacteria"
"2016","ncbi","Lactobacillus alvei","Bacteria"
"2017","ncbi","Lactobacillus faeni","Bacteria"
"2018","ncbi","Lactobacillus guizhouensis","Bacteria"
"2019","ncbi","Lactobacillus halophilus","Bacteria"
"2020","ncbi","Lactobacillus iatae","Bacteria"
"2021","ncbi","Lactobacillus insectis","Bacteria"
"2022","ncbi","Lactobacillus intermedius","Bacteria"
"2023","ncbi","Lactobacillus japonicus","Bacteria"
"2024","ncbi","Lactobacillus larvae","Bacteria"
"2025","ncbi","Lactobacillus letivazi","Bacteria"
"2026","ncbi","Lactobacillus mobilis","Bacteria"
"2027","ncbi","Lactobacillus phage",NA
"2028","ncbi","Lactobacillus prophage",NA
"2029","ncbi","Lactobacillus vermiforme","Bacteria"
"2030","ncbi","Lacunisphaera anatis","Bacteria"
"2031","ncbi","Lacunisphaera limnophila","Bacteria"
"2032","ncbi","Lacunisphaera parvula","Bacteria"
"2033","ncbi","Lagierella massiliensis","Bacteria"
"2034","ncbi","Lampropedia puyangensis","Bacteria"
"2035","ncbi","Larimichthys crocea","Eukaryota"
"2036","ncbi","Lascolabacillus massiliensis","Bacteria"
"2037","ncbi","Latrodectus geometricus","Eukaryota"
"2038","ncbi","Leahibacter roseus","Bacteria"
"2039","ncbi","Lechevalieria","Bacteria"
"2040","ncbi","Legionella clemsonensis","Bacteria"
"2041","ncbi","Legionella donaldsonii","Bacteria"
"2042","ncbi","Legionella-like amoebal",NA
"2043","ncbi","Lentibacillus massiliensis","Bacteria"
"2044","ncbi","Lentimonas marisflavi","Bacteria"
"2045","ncbi","Lentzea flavoverrucoides","Bacteria"
"2046","ncbi","Lepidonotothen nudifrons","Eukaryota"
"2047","ncbi","Lepisosteus oculatus","Eukaryota"
"2048","ncbi","Leptolyngbya aff.",NA
"2049","ncbi","Leptolyngbya africana","Bacteria"
"2050","ncbi","Leptolyngbya 'Albertano-Kovacik",NA
"2051","ncbi","Leptolyngbya angustata","Bacteria"
"2052","ncbi","Leptolyngbya antarctica","Bacteria"
"2053","ncbi","Leptolyngbyaceae cyanobacterium",NA
"2054","ncbi","Leptolyngbya cf.",NA
"2055","ncbi","Leptolyngbya ectocarpi","Bacteria"
"2056","ncbi","Leptolyngbya foveolarum","Bacteria"
"2057","ncbi","Leptolyngbya fragilis","Bacteria"
"2058","ncbi","Leptolyngbya frigida","Bacteria"
"2059","ncbi","Leptolyngbya laminosa","Bacteria"
"2060","ncbi","Leptolyngbya margaretheana","Bacteria"
"2061","ncbi","Leptolyngbya nostocorum","Bacteria"
"2062","ncbi","Leptolyngbya scottii","Bacteria"
"2063","ncbi","Leptolyngbya subtilissima","Bacteria"
"2064","ncbi","Leptolyngbya tenerrima","Bacteria"
"2065","ncbi","Leptolyngbya tentaculiformis","Bacteria"
"2066","ncbi","Leptolyngbya tenuis","Bacteria"
"2067","ncbi","Leptolyngbya valderiana","Bacteria"
"2068","ncbi","Leptospirillum rubarum","Bacteria"
"2069","ncbi","Leptothrix ginsengisoli","Bacteria"
"2070","ncbi","Leucobacter","Bacteria"
"2071","ncbi","Leuconostoc garlicum","Bacteria"
"2072","ncbi","Levyella massiliensis","Bacteria"
"2073","ncbi","Limnolyngbya circumcreta","Bacteria"
"2074","ncbi","Limnothrix cf.",NA
"2075","ncbi","Limnothrix planktonica","Bacteria"
"2076","ncbi","Limnothrix rosea","Bacteria"
"2077","ncbi","Listeria phage",NA
"2078","ncbi","Litopenaeus vannamei","Eukaryota"
"2079","ncbi","Litorilituus sediminis","Bacteria"
"2080","ncbi","Locusta migratoria","Eukaryota"
"2081","ncbi","Loriellopsis cavernicola","Bacteria"
"2082","ncbi","LPP-group cyanobacterium",NA
"2083","ncbi","LPP-group MBIC10012","Bacteria"
"2084","ncbi","LPP-group MBIC10086","Bacteria"
"2085","ncbi","LPP-group MBIC10087","Bacteria"
"2086","ncbi","LPP-group MBIC10597","Bacteria"
"2087","ncbi","Lucilia cuprina","Eukaryota"
"2088","ncbi","Luethyella okanaganae","Bacteria"
"2089","ncbi","Lusitaniella coriacea","Bacteria"
"2090","ncbi","Luteibacter jiangsuensis","Bacteria"
"2091","ncbi","Lygus lineolaris","Eukaryota"
"2092","ncbi","Lyngbya aestuarii","Bacteria"
"2093","ncbi","Lyngbya arboricola","Bacteria"
"2094","ncbi","Lyngbya cf.",NA
"2095","ncbi","Lyngbya majuscula","Bacteria"
"2096","ncbi","Lyngbya martensiana","Bacteria"
"2097","ncbi","Lyngbya polychroa","Bacteria"
"2098","ncbi","Lyngbya semiplena","Bacteria"
